# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant
ABLIM1	ABLIM1	NM_001322898.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322899.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001322900.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001352440.1	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001352441.1	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001352442.2	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_001352443.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_002313.7	protein_coding	0	0	0	8	1	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM1	ABLIM1	NM_006720.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	ABLIM2	NM_001130083.2	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001130084.2	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001130085.2	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001130086.2	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001130087.2	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001130088.2	protein_coding	0	1	0	18	0	0	0	0	18	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_001286688.2	protein_coding	0	1	0	8	1	0	0	0	7	0	0	0	0	0	0	0	1
ABLIM2	ABLIM2	NM_032432.5	protein_coding	0	1	0	20	1	0	0	0	19	0	0	0	0	0	0	0	1
ABLIM3	ABLIM3	NM_001301015.3	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001301018.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001301028.3	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345858.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345859.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345860.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001345861.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001370417.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_001370418.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABLIM3	ABLIM3	NM_014945.4	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
ABO	ABO	NM_020469.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ABR	ABR	NM_001092.5.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR	NM_001159746.3.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR	NM_001282149.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR	NM_001322840.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR	NM_001322841.2.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR	NM_021962.5.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR.2	NM_001322841.2.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_001092.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_001159746.3.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_001282149.2.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_001322840.2.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_001322841.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ABR	ABR.3	NM_021962.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ABRACL	ABRACL	NM_021243.3	protein_coding	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
ABTB2	ABTB2	NM_145804.3	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0
ACACB	ACACB	NM_001093.4	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0
ACAD10	ACAD10	NM_001136538.2	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1
ACAD10	ACAD10	NM_025247.6	protein_coding	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1
ACAD8	ACAD8	NM_014384.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACAD9	ACAD9	NM_014049.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACAD9	ACAD9	NR_033426.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADL	ACADL	NM_001608.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADM	ACADM	NM_000016.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADM	ACADM	NM_001127328.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADM	ACADM	NM_001286042.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADM	ACADM	NM_001286043.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADM	ACADM	NM_001286044.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADSB	ACADSB	NM_001330174.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADSB	ACADSB	NM_001609.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_000018.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001033859.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001270447.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACADVL	ACADVL	NM_001270448.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACAN	ACAN	NM_001135.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ACAN	ACAN	NM_001369268.1	protein_coding	0	0	1	5	0	0	0	0	5	1	0	0	0	0	0	0	0
ACAN	ACAN	NM_013227.3	protein_coding	0	0	1	5	0	0	0	0	5	1	0	0	0	0	0	0	0
ACAP2	ACAP2	NM_012287.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACAP3	ACAP3	NM_030649.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACBD3	ACBD3	NM_022735.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001042473.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001271512.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001301251.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001301252.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001301253.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001301254.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352568.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352569.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352570.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352571.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352572.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352573.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352574.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352575.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352576.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352577.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352578.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352579.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352580.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352581.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352582.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352583.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352584.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352585.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352586.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352587.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_001352588.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD5	ACBD5	NM_145698.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACBD6	ACBD6	NM_032360.4	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ACBD7-DCLRE1CP1	ACBD7-DCLRE1CP1	NR_144471.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACCS	ACCS	NM_001127219.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACCS	ACCS	NM_032592.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACE	ACE	NM_000789.4	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1
ACE	ACE	NM_001178057.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACE	ACE	NM_152830.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACE2	ACE2	NM_001371415.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACE2	ACE2	NM_021804.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACER1	ACER1	NM_133492.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACER3	ACER3	NM_001300953.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACER3	ACER3	NM_001300954.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACER3	ACER3	NM_001300955.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACER3	ACER3	NM_018367.7	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACKR2	ACKR2	NM_001296.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACLY	ACLY	NM_001096.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACLY	ACLY	NM_001303274.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACLY	ACLY	NM_001303275.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACLY	ACLY	NM_198830.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACO1	ACO1	NM_001278352.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACO1	ACO1	NM_001362840.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACO1	ACO1	NM_002197.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACO2	ACO2	NM_001098.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOT11	ACOT11	NM_015547.4	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ACOT11	ACOT11	NM_147161.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT12	ACOT12	NM_130767.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT13	ACOT13	NM_001160094.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT13	ACOT13	NM_018473.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT4	ACOT4	NM_152331.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACOT6	ACOT6	NM_001037162.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOT6	ACOT6	NM_001365788.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT6	ACOT6	NM_001365789.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACOT7	ACOT7	NM_007274.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACOT7	ACOT7	NM_181864.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACOT7	ACOT7	NM_181865.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACOT7	ACOT7	NM_181866.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACOT9	ACOT9	NM_001033583.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOT9	ACOT9	NM_001037171.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOT9	ACOT9	NM_001330259.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOX2	ACOX2	NM_003500.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOX3	ACOX3	NM_001101667.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ACOX3	ACOX3	NM_003501.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ACOXL	ACOXL	NM_001142807.4	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0
ACOXL	ACOXL	NM_001365487.2	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
ACOXL	ACOXL	NM_001371254.1	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0
ACP1	ACP1	NM_004300.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP1	ACP1	NM_007099.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP1	ACP1	NR_024080.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP3	ACP3	NM_001099.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP3	ACP3	NM_001134194.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP3	ACP3	NM_001292037.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACP4	ACP4	NM_033068.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACP6	ACP6	NM_001323625.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP6	ACP6	NM_016361.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP6	ACP6	NR_136633.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP6	ACP6	NR_136634.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP6	ACP6	NR_136635.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP6	ACP6	NR_136636.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACP7	ACP7	NM_001004318.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACP7	ACP7	NM_001363687.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACRBP	ACRBP	NM_032489.3	protein_coding	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0
ACRV1	ACRV1	NM_001612.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACRV1	ACRV1	NM_020069.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACRV1	ACRV1	NM_020107.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACRV1	ACRV1	NM_020108.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSBG1	ACSBG1	NM_001199377.2	protein_coding	0	0	0	6	1	0	0	0	5	0	0	0	0	0	0	0	0
ACSBG1	ACSBG1	NM_015162.5	protein_coding	0	0	0	6	1	0	0	0	5	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_001289177.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_001289178.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_001289179.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_001289180.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_001321384.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	NM_030924.5	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSF3	ACSF3	NM_001127214.4	protein_coding	0	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0
ACSF3	ACSF3	NM_001243279.3	protein_coding	0	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0
ACSF3	ACSF3	NM_001284316.2	protein_coding	0	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0
ACSF3	ACSF3	NM_174917.5	protein_coding	0	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0
ACSF3	ACSF3	NR_045667.2		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
ACSF3	ACSF3	NR_104293.2		0	0	0	12	0	0	0	0	11	0	1	0	0	0	0	0	0
ACSF3	ACSF3	NR_147928.2		0	0	0	12	0	0	0	0	11	0	1	0	0	0	0	0	0
ACSF3	ACSF3	NR_147929.2		0	0	0	12	0	0	0	0	11	0	1	0	0	0	0	0	0
ACSL1	ACSL1	NM_001286708.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL1	ACSL1	NM_001286710.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL1	ACSL1	NM_001286711.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL1	ACSL1	NM_001286712.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL1	ACSL1	NM_001995.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL3	ACSL3	NM_001354158.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL3	ACSL3	NM_001354159.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL3	ACSL3	NM_004457.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL3	ACSL3	NM_203372.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL5	ACSL5	NM_016234.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL5	ACSL5	NM_203379.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL5	ACSL5	NM_203380.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_001009185.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_001205247.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_001205248.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_001205250.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_001205251.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSL6	ACSL6	NM_015256.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ACSM1	ACSM1	NM_001318890.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ACSM1	ACSM1	NM_052956.3	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ACSM1	ACSM1	NR_134918.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
ACSM2A	ACSM2A	NM_001308169.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSM2A	ACSM2A	NM_001308172.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSM2A	ACSM2A	NM_001308954.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSM2B	ACSM2B	NM_001105069.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSM2B	ACSM2B	NM_182617.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSM5	ACSM5	NM_001324371.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSM5	ACSM5	NM_001324372.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSM5	ACSM5	NM_017888.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSM6	ACSM6	NM_207321.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSS1	ACSS1	NM_001252675.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSS1	ACSS1	NM_001252676.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSS1	ACSS1	NM_001252677.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSS1	ACSS1	NM_032501.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSS3	ACSS3	NM_001330242.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSS3	ACSS3	NM_001330243.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACSS3	ACSS3	NM_024560.4	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
ACTA2	ACTA2	NM_001141945.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACTA2	ACTA2	NM_001320855.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACTB	ACTB	NM_001101.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTG1P20	ACTG1P20	NR_033926.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ACTG2	ACTG2	NM_001199893.2	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTG2	ACTG2	NM_001615.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTL10	ACTL10	NM_001024675.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ACTL6A	ACTL6A	NM_004301.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL6A	ACTL6A	NM_177989.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL6A	ACTL6A	NM_178042.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL8	ACTL8	NM_030812.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ACTN1	ACTN1	NM_001102.4	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACTN1	ACTN1	NM_001130004.1	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
ACTN1	ACTN1	NM_001130005.2	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
